segment_name,segment_id,point_index,longitude,latitude,plate1,plate2,boundary_type
NZ-PA,68,24,-106.95,-6.44278,NZ,PA,:OSR
NZ-PA,68,25,-107.441,-6.3667,NZ,PA,:OSR
NZ-PA,68,26,-107.607,-6.75924,NZ,PA,:OSR
NZ-PA,68,27,-107.653,-7.18594,NZ,PA,:OSR
NZ-PA,68,28,-107.88,-7.51409,NZ,PA,:OSR
NZ-PA,68,29,-108.063,-8.24014,NZ,PA,:OSR
NZ-PA,68,30,-108.192,-8.35695,NZ,PA,:OSR
NZ-PA,68,31,-108.32,-9.14481,NZ,PA,:OSR
NZ-PA,68,32,-109.038,-9.03537,NZ,PA,:OSR
NZ-PA,68,33,-109.756,-8.92454,NZ,PA,:OSR
NZ-PA,68,34,-109.857,-9.67656,NZ,PA,:OSR
NZ-PA,68,35,-110.071,-9.66505,NZ,PA,:OSR
NZ-PA,68,36,-110.218,-10.0804,NZ,PA,:OSR
NZ-PA,68,37,-110.292,-10.8017,NZ,PA,:OSR
NZ-PA,68,38,-110.447,-10.8224,NZ,PA,:OSR
NZ-PA,68,39,-110.485,-11.3942,NZ,PA,:OSR
NZ-PA,68,40,-110.675,-11.4724,NZ,PA,:OSR
NZ-PA,68,41,-110.926,-11.9684,NZ,PA,:OSR
NZ-PA,68,42,-111.077,-12.7417,NZ,PA,:OSR
NZ-PA,68,43,-110.892,-12.7553,NZ,PA,:OSR
NZ-PA,68,44,-111.007,-13.4108,NZ,PA,:OSR
NZ-PA,68,45,-111.191,-13.3964,NZ,PA,:OSR
NZ-PA,68,46,-111.266,-13.5413,NZ,PA,:OSR
NZ-PA,68,47,-111.846,-13.4645,NZ,PA,:OSR
NZ-PA,68,48,-112.426,-13.3863,NZ,PA,:OSR
NZ-PA,68,49,-112.439,-13.8646,NZ,PA,:OSR
NZ-PA,68,50,-112.581,-14.0619,NZ,PA,:OSR
NZ-PA,68,51,-112.613,-14.718,NZ,PA,:OSR
NZ-PA,68,52,-112.766,-14.7038,NZ,PA,:OSR
NZ-PA,68,53,-112.869,-15.2478,NZ,PA,:OSR
NZ-PA,68,54,-112.973,-15.7917,NZ,PA,:OSR
NZ-PA,68,55,-113.066,-16.3513,NZ,PA,:OSR
NZ-PA,68,56,-112.973,-16.3609,NZ,PA,:OSR
NZ-PA,68,57,-113.165,-16.6703,NZ,PA,:OSR
NZ-PA,68,58,-113.041,-16.6834,NZ,PA,:OSR
NZ-PA,68,59,-113.241,-17.0515,NZ,PA,:OSR
NZ-PA,68,60,-113.117,-17.065,NZ,PA,:OSR
NZ-PA,68,61,-113.329,-17.5211,NZ,PA,:OSR
NZ-PA,68,62,-113.174,-17.5384,NZ,PA,:OSR
NZ-PA,68,63,-113.388,-17.9938,NZ,PA,:OSR
NZ-PA,68,64,-113.264,-18.0081,NZ,PA,:OSR
NZ-PA,68,65,-113.383,-18.4442,NZ,PA,:OSR
NZ-PA,68,66,-113.52,-18.7579,NZ,PA,:OSR
NZ-PA,68,67,-113.364,-18.7766,NZ,PA,:OSR
NZ-PA,68,68,-113.623,-19.2852,NZ,PA,:OSR
NZ-PA,68,69,-113.498,-19.3006,NZ,PA,:OSR
NZ-PA,68,70,-113.697,-19.9675,NZ,PA,:OSR
NZ-PA,68,71,-113.796,-20.321,NZ,PA,:OSR
NZ-PA,68,72,-113.931,-20.5745,NZ,PA,:OSR
NZ-PA,68,73,-114.087,-20.5993,NZ,PA,:OSR
NZ-PA,68,74,-114.229,-21.1213,NZ,PA,:OSR
NZ-PA,68,75,-114.318,-21.5636,NZ,PA,:OSR
NZ-PA,68,76,-114.379,-21.627,NZ,PA,:OSR
NZ-PA,68,77,-114.421,-22.1145,NZ,PA,:OSR
NZ-PA,69,0,-76.0062,-45.6585,NZ,PA,:OSR
NZ-PA,69,1,-75.8214,-44.8494,NZ,PA,:OSR
NZ-PA,69,2,-75.7824,-44.0506,NZ,PA,:OSR
NZ-PA,69,3,-75.6316,-43.6482,NZ,PA,:OSR
NZ-PA,69,4,-75.558,-42.9722,NZ,PA,:OSR
NZ-PA,69,5,-75.4017,-42.2845,NZ,PA,:OSR
NZ-PA,69,6,-75.3969,-41.8256,NZ,PA,:OSR
NZ-PA,69,7,-75.3922,-41.3666,NZ,PA,:OSR
NZ-PA,69,8,-75.1889,-40.8628,NZ,PA,:OSR
NZ-PA,69,9,-75.1948,-40.3589,NZ,PA,:OSR
NZ-PA,69,10,-75.1278,-39.8131,NZ,PA,:OSR
NZ-PA,69,11,-75.1495,-39.5644,NZ,PA,:OSR
NZ-PA,69,12,-74.9883,-39.0681,NZ,PA,:OSR
NZ-PA,69,13,-74.8359,-38.542,NZ,PA,:OSR
NZ-PA,69,14,-74.6548,-38.1376,NZ,PA,:OSR
NZ-PA,69,15,-74.5956,-37.5635,NZ,PA,:OSR
NZ-PA,69,16,-74.4416,-36.7249,NZ,PA,:OSR
NZ-PA,69,17,-74.2617,-36.1653,NZ,PA,:OSR
NZ-PA,69,18,-73.8974,-35.5777,NZ,PA,:OSR
NZ-PA,69,19,-73.6755,-34.8876,NZ,PA,:OSR
NZ-PA,69,20,-73.2457,-34.2904,NZ,PA,:OSR
NZ-PA,69,21,-72.9375,-33.8369,NZ,PA,:OSR
NZ-PA,69,22,-72.861,-33.3585,NZ,PA,:OSR
NZ-PA,69,23,-72.889,-32.7419,NZ,PA,:OSR
NZ-PA,69,24,-72.7622,-32.3188,NZ,PA,:OSR
NZ-PA,69,25,-72.6783,-31.5313,NZ,PA,:OSR
NZ-PA,69,26,-72.6181,-30.9652,NZ,PA,:OSR
NZ-PA,69,27,-72.5999,-30.1903,NZ,PA,:OSR
NZ-PA,69,28,-72.5546,-29.5357,NZ,PA,:OSR
NZ-PA,69,29,-72.4332,-28.9014,NZ,PA,:OSR
NZ-PA,69,30,-72.1698,-28.2776,NZ,PA,:OSR
NZ-PA,69,31,-71.9578,-27.7547,NZ,PA,:OSR
NZ-PA,69,32,-71.8471,-27.2478,NZ,PA,:OSR
NZ-PA,69,33,-71.7525,-26.6522,NZ,PA,:OSR
NZ-PA,69,34,-71.6283,-25.8397,NZ,PA,:OSR
NZ-PA,69,35,-71.5243,-25.0928,NZ,PA,:OSR
NZ-PA,69,36,-71.4659,-24.2626,NZ,PA,:OSR
NZ-PA,69,37,-71.3895,-23.5227,NZ,PA,:OSR
NZ-PA,69,38,-71.3475,-22.7584,NZ,PA,:OSR
NZ-PA,69,39,-71.3068,-21.9654,NZ,PA,:OSR
NZ-PA,70,0,-71.3068,-21.9654,NZ,PA,:OSR
NZ-PA,70,1,-71.2495,-21.2622,NZ,PA,:OSR
NZ-PA,70,2,-71.3228,-20.7577,NZ,PA,:OSR
NZ-PA,70,3,-71.3623,-20.2491,NZ,PA,:OSR
NZ-PA,70,4,-71.4865,-19.8112,NZ,PA,:OSR
NZ-PA,70,5,-71.7465,-19.2981,NZ,PA,:OSR
NZ-PA,70,6,-72.2664,-18.7215,NZ,PA,:OSR
NZ-PA,70,7,-72.7366,-18.2567,NZ,PA,:OSR
NZ-PA,70,8,-73.3997,-17.747,NZ,PA,:OSR
NZ-PA,70,9,-73.9493,-17.3735,NZ,PA,:OSR
NZ-PA,70,10,-74.6095,-16.823,NZ,PA,:OSR
NZ-PA,70,11,-75.2923,-16.3302,NZ,PA,:OSR
NZ-PA,70,12,-75.9163,-15.7355,NZ,PA,:OSR
NZ-PA,71,0,-75.9163,-15.7355,NZ,PA,:OSR
NZ-PA,71,1,-76.4029,-15.2185,NZ,PA,:OSR
NZ-PA,71,2,-76.7648,-14.8433,NZ,PA,:OSR
NZ-PA,71,3,-77.1254,-14.4675,NZ,PA,:OSR
NZ-PA,71,4,-77.6388,-13.9136,NZ,PA,:OSR
NZ-PA,71,5,-78.1476,-13.3872,NZ,PA,:OSR
NZ-PA,71,6,-78.4069,-13.0144,NZ,PA,:OSR
NZ-PA,71,7,-78.6654,-12.6414,NZ,PA,:OSR
NZ-PA,71,8,-79.1472,-11.8903,NZ,PA,:OSR
NZ-PA,71,9,-79.6181,-11.2906,NZ,PA,:OSR
NZ-PA,71,10,-79.9966,-10.5603,NZ,PA,:OSR
NZ-PA,71,11,-80.3684,-9.92089,NZ,PA,:OSR
NZ-PA,71,12,-80.701,-9.434,NZ,PA,:OSR
NZ-PA,71,13,-81.0406,-8.6654,NZ,PA,:OSR
NZ-PA,71,14,-81.3747,-7.98838,NZ,PA,:OSR
NZ-PA,71,15,-81.5492,-7.30604,NZ,PA,:OSR
NZ-PA,71,16,-81.784,-6.65544,NZ,PA,:OSR
NZ-PA,71,17,-81.9541,-6.00265,NZ,PA,:OSR
NZ-PA,71,18,-81.9985,-5.2534,NZ,PA,:OSR
NZ-PA,71,19,-82.0098,-4.50353,NZ,PA,:OSR
NZ-PA,71,20,-81.9258,-3.72131,NZ,PA,:OSR
NZ-PA,71,21,-81.5989,-3.24451,NZ,PA,:OSR
NZ-PA,72,0,-81.5989,-3.24451,NZ,PA,:OSR
NZ-PA,72,1,-81.6519,-3.00021,NZ,PA,:OSR
NZ-PA,72,2,-81.5318,-2.43745,NZ,PA,:OSR
NZ-PA,72,3,-81.5985,-1.81384,NZ,PA,:OSR
NZ-PA,72,4,-81.4146,-1.09547,NZ,PA,:OSR
NZ-PA,72,5,-81.2294,-0.284454,NZ,PA,:OSR
NZ-PA,72,6,-80.8866,0.43189,NZ,PA,:OSR
NZ-PA,72,7,-80.5738,1.05338,NZ,PA,:OSR
NZ-PA,72,8,-80.2917,1.54938,NZ,PA,:OSR
NZ-PA,72,9,-79.7913,2.07369,NZ,PA,:OSR
NZ-PA,72,10,-79.478,2.42697,NZ,PA,:OSR
NZ-PA,72,11,-79.1646,2.78019,NZ,PA,:OSR
NZ-PA,72,12,-78.6617,3.39204,NZ,PA,:OSR
NZ-PA,72,13,-78.3419,4.06591,NZ,PA,:OSR
NZ-PA,72,14,-78.08,4.83152,NZ,PA,:OSR
NZ-PA,72,15,-77.9101,5.50529,NZ,PA,:OSR
NZ-PA,72,16,-78.008,6.00453,NZ,PA,:OSR
NZ-PA,73,0,128.462,25.4576,NZ,PA,:OSR
NZ-PA,73,1,128.978,25.8591,NZ,PA,:OSR
NZ-PA,73,2,129.36,26.1908,NZ,PA,:OSR
NZ-PA,73,3,129.785,26.6709,NZ,PA,:OSR
NZ-PA,73,4,130.211,27.2135,NZ,PA,:OSR
NZ-PA,73,5,130.523,27.7094,NZ,PA,:OSR
NZ-PA,73,6,130.649,28.1358,NZ,PA,:OSR
NZ-PA,73,7,131.097,28.3182,NZ,PA,:OSR
NZ-PA,73,8,131.309,28.4508,NZ,PA,:OSR
NZ-PA,73,9,131.467,28.7508,NZ,PA,:OSR
NZ-PA,73,10,131.524,28.8591,NZ,PA,:OSR
NZ-PA,73,11,131.628,28.9874,NZ,PA,:OSR
NZ-PA,73,12,131.76,29.3921,NZ,PA,:OSR
NZ-PA,73,13,132.073,29.8177,NZ,PA,:OSR
NZ-PA,73,14,132.402,30.2149,NZ,PA,:OSR
NZ-PA,73,15,132.63,30.4926,NZ,PA,:OSR
NZ-PA,73,16,132.824,30.7544,NZ,PA,:OSR
NZ-PA,74,0,132.824,30.7544,NZ,PA,:OSR
NZ-PA,74,1,132.965,30.9698,NZ,PA,:OSR
NZ-PA,74,2,133.197,31.2162,NZ,PA,:OSR
NZ-PA,74,3,133.5,31.5152,NZ,PA,:OSR
NZ-PA,74,4,134.042,31.8821,NZ,PA,:OSR
NZ-PA,74,5,134.691,32.1997,NZ,PA,:OSR
NZ-PA,74,6,135.026,32.3264,NZ,PA,:OSR
NZ-PA,74,7,135.356,32.46,NZ,PA,:OSR
NZ-PA,74,8,135.612,32.5372,NZ,PA,:OSR
NZ-PA,74,9,136.025,32.686,NZ,PA,:OSR
NZ-PA,74,10,136.524,32.8681,NZ,PA,:OSR
NZ-PA,74,11,137.03,33.0526,NZ,PA,:OSR
NZ-PA,74,12,137.546,33.4046,NZ,PA,:OSR
NZ-PA,74,13,138.066,33.7495,NZ,PA,:OSR
NZ-PA,74,14,138.383,34.059,NZ,PA,:OSR
NZ-PA,74,15,138.508,34.5822,NZ,PA,:OSR
NZ-PA,74,16,138.674,35.0337,NZ,PA,:OSR
OK-PS,75,0,138.674,35.0337,OK,PS,CCB
OK-PS,75,1,139.234,35.0141,OK,PS,CCB
OK-PS,75,2,139.429,34.8599,OK,PS,CCB
OK-PS,75,3,139.923,34.7126,OK,PS,CCB
OK-PS,75,4,140.44,34.631,OK,PS,CCB
OK-PS,75,5,140.87,34.5295,OK,PS,CCB
OK-PS,75,6,141.104,34.4389,OK,PS,CCB
OK-PS,75,7,141.441,34.3565,OK,PS,CCB
OK-PS,75,8,141.883,34.2127,OK,PS,CCB
PS-CL,76,0,134.521,6.99019,PS,CL,:OCB
PS-CL,76,1,135.415,6.89507,PS,CL,:OCB
PS-CL,76,2,136.183,6.98895,PS,CL,:OCB
PS-CL,76,3,136.759,7.36771,PS,CL,:OCB
PS-CL,76,4,137.144,7.61961,PS,CL,:OCB
PS-CL,76,5,137.529,7.87117,PS,CL,:OCB
PS-CL,76,6,137.982,8.5336,PS,CL,:OCB
PS-CL,76,7,138.309,9.19616,PS,CL,:OCB
PS-CL,76,8,138.359,9.37865,PS,CL,:OCB
PS-CL,77,0,138.359,9.37865,PS,CL,:OCB
PS-CL,77,1,138.574,9.95256,PS,CL,:OCB
PS-CL,77,2,138.71,10.6492,PS,CL,:OCB
PS-CL,77,3,138.813,11.1214,PS,CL,:OCB
PS-CL,77,4,139.483,10.9006,PS,CL,:OCB
PS-CL,77,5,140.1,10.9459,PS,CL,:OCB
PS-CL,77,6,140.772,10.8578,PS,CL,:OCB
PS-CL,77,7,141.608,11.0581,PS,CL,:OCB
PS-CL,77,8,142.122,11.2852,PS,CL,:OCB
PS-CL,77,9,142.961,11.4031,PS,CL,:OCB
PS-CL,77,10,143.097,11.5689,PS,CL,:OCB
PS-CL,78,0,143.097,11.5689,PS,CL,:OCB
PS-CL,78,1,143.503,11.4936,PS,CL,:OCB
PS-CL,78,2,144.157,11.7896,PS,CL,:OCB
PS-CL,78,3,144.619,12.0206,PS,CL,:OCB
PS-CL,78,4,145.024,12.2112,PS,CL,:OCB
PS-CL,78,5,145.349,12.3141,PS,CL,:OCB
PS-CL,78,6,145.691,12.6466,PS,CL,:OCB
PS-CL,78,7,146.221,13.0015,PS,CL,:OCB
PS-CL,78,8,146.752,13.3632,PS,CL,:OCB
PS-CL,78,9,147.201,14.2158,PS,CL,:OCB
PS-CL,78,10,147.462,14.9661,PS,CL,:OCB
PS-CL,78,11,147.684,15.653,PS,CL,:OCB
PS-CL,78,12,147.787,16.5234,PS,CL,:OCB
PS-CL,78,13,147.856,17.2831,PS,CL,:OCB
PS-CL,78,14,147.811,18.0602,PS,CL,:OCB
PS-CL,78,15,147.82,18.6465,PS,CL,:OCB
PS-CL,78,16,147.619,19.1724,PS,CL,:OCB
PS-CL,78,17,147.46,19.7452,PS,CL,:OCB
PS-CL,78,18,147.207,20.3034,PS,CL,:OCB
PS-CL,78,19,147.019,20.8051,PS,CL,:OCB
PS-CL,78,20,146.822,21.3306,PS,CL,:OCB
PS-CL,78,21,146.545,21.7298,PS,CL,:OCB
PS-CL,78,22,146.062,22.2015,PS,CL,:OCB
PS-CL,78,23,145.292,22.7123,PS,CL,:OCB
PS-CL,78,24,144.706,23.2501,PS,CL,:OCB
PS-CL,78,25,144.022,23.7644,PS,CL,:OCB
PS-CL,78,26,143.522,24.3908,PS,CL,:OCB
PS-CL,79,0,143.522,24.3908,PS,CL,:OCB
PS-CL,79,1,143.096,24.9092,PS,CL,:OCB
PS-CL,79,2,143.098,24.9176,PS,CL,:OCB
PS-CL,79,3,143.075,25.6124,PS,CL,:OCB
PS-CL,79,4,143.231,26.3289,PS,CL,:OCB
PS-CL,79,5,143.26,26.737,PS,CL,:OCB
PS-CL,79,6,143.243,27.4633,PS,CL,:OCB
PS-CL,79,7,143.172,27.9407,PS,CL,:OCB
PS-CL,79,8,143.002,28.5187,PS,CL,:OCB
PS-CL,79,9,142.748,28.9754,PS,CL,:OCB
PS-CL,79,10,142.507,29.6208,PS,CL,:OCB
PS-CL,79,11,142.473,30.1282,PS,CL,:OCB
PS-CL,79,12,142.224,30.711,PS,CL,:OCB
PS-CL,79,13,142.159,31.3152,PS,CL,:OCB
PS-CL,79,14,142.099,31.9825,PS,CL,:OCB
PS-CL,79,15,141.994,32.5576,PS,CL,:OCB
PS-CL,79,16,142.012,33.2525,PS,CL,:OCB
PS-CL,79,17,141.858,33.7039,PS,CL,:OCB
PS-CL,79,18,141.883,34.2127,PS,CL,:OCB
KE-TO,80,0,-174.985,-23.7499,KE,TO,OTF
KE-TO,80,1,-175.691,-23.8526,KE,TO,OTF
KE-TO,80,2,-176.356,-23.952,KE,TO,OTF
KE-TO,80,3,-176.887,-24.0295,KE,TO,OTF
KE-TO,80,4,-177.419,-24.1051,KE,TO,OTF
NI-FT,81,0,-176.346,-14.634,NI,FT,:CRB
NI-FT,81,1,-176.339,-14.7803,NI,FT,:CRB
NI-FT,81,2,-176.319,-14.904,NI,FT,:CRB
NI-FT,81,3,-176.331,-15.0501,NI,FT,:CRB
NI-FT,81,4,-176.341,-15.1836,NI,FT,:CRB
NI-FT,81,5,-176.387,-15.3117,NI,FT,:CRB
NI-FT,81,6,-176.462,-15.4194,NI,FT,:CRB
NI-FT,81,7,-176.526,-15.4894,NI,FT,:CRB
NI-FT,81,8,-176.66,-15.6041,NI,FT,:CRB
NI-FT,81,9,-177.13,-15.5594,NI,FT,:CRB
NI-AU,82,0,-177.13,-15.5594,NI,AU,:OSR
NI-AU,82,1,-177.248,-15.7096,NI,AU,:OSR
NI-AU,82,2,-177.384,-15.8066,NI,AU,:OSR
NI-AU,82,3,-177.493,-15.8989,NI,AU,:OSR
NI-AU,82,4,-177.575,-15.9611,NI,AU,:OSR
NI-AU,82,5,-177.634,-16.0236,NI,AU,:OSR
NI-AU,82,6,-177.664,-16.1065,NI,AU,:OSR
NI-AU,82,7,-177.678,-16.1769,NI,AU,:OSR
NI-AU,82,8,-177.513,-16.3196,NI,AU,:OSR
NI-AU,82,9,-177.364,-16.437,NI,AU,:OSR
NI-AU,82,10,-177.201,-16.5746,NI,AU,:OSR
NI-AU,82,11,-177.068,-16.7246,NI,AU,:OSR
NI-AU,82,12,-176.921,-16.8772,NI,AU,:OSR
NI-AU,82,13,-176.82,-17.0344,NI,AU,:OSR
NI-AU,82,14,-176.713,-17.2194,NI,AU,:OSR
NI-AU,82,15,-176.625,-17.3992,NI,AU,:OSR
NI-AU,82,16,-176.532,-17.574,NI,AU,:OSR
NI-AU,82,17,-176.462,-17.731,NI,AU,:OSR
NI-AU,82,18,-176.403,-17.8727,NI,AU,:OSR
NI-AU,82,19,-176.304,-18.0551,NI,AU,:OSR
NI-AU,82,20,-176.297,-18.1308,NI,AU,:OSR
NI-AU,82,21,-176.33,-18.2666,NI,AU,:OSR
NI-AU,82,22,-176.346,-18.3068,NI,AU,:OSR
NI-AU,82,23,-176.44,-18.4723,NI,AU,:OSR
NI-AU,82,24,-176.511,-18.6002,NI,AU,:OSR
NI-AU,82,25,-176.551,-18.6855,NI,AU,:OSR
NI-AU,82,26,-176.584,-18.7684,NI,AU,:OSR
NI-AU,82,27,-176.587,-18.8364,NI,AU,:OSR
NI-AU,82,28,-176.57,-18.9752,NI,AU,:OSR
NI-AU,82,29,-176.549,-19.2174,NI,AU,:OSR
NI-AU,82,30,-175.979,-19.3865,NI,AU,:OSR
TO-NI,83,0,-173.836,-14.5338,TO,NI,:CRB
TO-NI,83,1,-173.905,-14.629,TO,NI,:CRB
TO-NI,83,2,-174.007,-14.7666,TO,NI,:CRB
TO-NI,83,3,-174.077,-14.8946,TO,NI,:CRB
TO-NI,83,4,-174.139,-15.015,TO,NI,:CRB
TO-NI,83,5,-174.188,-15.133,TO,NI,:CRB
TO-NI,83,6,-174.264,-15.3138,TO,NI,:CRB
TO-NI,83,7,-174.567,-15.2505,TO,NI,:CRB
TO-NI,83,8,-174.667,-15.3705,TO,NI,:CRB
TO-NI,83,9,-174.731,-15.4708,TO,NI,:CRB
TO-NI,83,10,-174.822,-15.6161,TO,NI,:CRB
TO-NI,83,11,-174.866,-15.7392,TO,NI,:CRB
TO-NI,83,12,-174.87,-15.8804,TO,NI,:CRB
TO-NI,83,13,-174.601,-15.9358,TO,NI,:CRB
TO-NI,83,14,-174.568,-16.0521,TO,NI,:CRB
TO-NI,83,15,-174.569,-16.2008,TO,NI,:CRB
TO-NI,83,16,-174.576,-16.3545,TO,NI,:CRB
TO-NI,83,17,-174.55,-16.5967,TO,NI,:CRB
TO-NI,83,18,-174.535,-16.7355,TO,NI,:CRB
TO-NI,83,19,-174.529,-16.8742,TO,NI,:CRB
TO-NI,83,20,-174.523,-17.0658,TO,NI,:CRB
TO-NI,83,21,-174.565,-17.1007,TO,NI,:CRB
TO-NI,83,22,-174.599,-17.3197,TO,NI,:CRB
TO-NI,83,23,-174.571,-17.3603,TO,NI,:CRB
TO-NI,83,24,-174.597,-17.6122,TO,NI,:CRB
TO-NI,83,25,-174.56,-17.6301,TO,NI,:CRB
TO-NI,83,26,-174.568,-17.8418,TO,NI,:CRB
TO-NI,83,27,-174.659,-18.0351,TO,NI,:CRB
TO-NI,83,28,-174.757,-18.2308,TO,NI,:CRB
TO-NI,83,29,-174.87,-18.4163,TO,NI,:CRB
TO-NI,83,30,-174.956,-18.6045,TO,NI,:CRB
TO-NI,83,31,-175.035,-18.7878,TO,NI,:CRB
TO-NI,83,32,-175.095,-19.0015,TO,NI,:CRB
TO-NI,83,33,-175.155,-19.2253,TO,NI,:CRB
TO-NI,83,34,-175.189,-19.4594,TO,NI,:CRB
TO-NI,83,35,-175.21,-19.7037,TO,NI,:CRB
TO-NI,83,36,-175.979,-19.3865,TO,NI,:CRB
TO-AU,84,0,-175.979,-19.3865,TO,AU,:OSR
TO-AU,84,1,-176.027,-19.6508,TO,AU,:OSR
TO-AU,84,2,-176.079,-19.8141,TO,AU,:OSR
TO-AU,84,3,-176.122,-19.8843,TO,AU,:OSR
TO-AU,84,4,-176.182,-20.1056,TO,AU,:OSR
TO-AU,84,5,-176.116,-20.1289,TO,AU,:OSR
TO-AU,84,6,-176.152,-20.2647,TO,AU,:OSR
TO-AU,84,7,-176.159,-20.4234,TO,AU,:OSR
TO-AU,84,8,-176.176,-20.4939,TO,AU,:OSR
TO-AU,84,9,-176.19,-20.655,TO,AU,:OSR
TO-AU,84,10,-176.237,-20.7958,TO,AU,:OSR
TO-AU,84,11,-176.264,-20.8913,TO,AU,:OSR
TO-AU,84,12,-176.289,-20.9995,TO,AU,:OSR
TO-AU,84,13,-176.322,-21.1126,TO,AU,:OSR
TO-AU,84,14,-176.372,-21.3012,TO,AU,:OSR
TO-AU,84,15,-176.405,-21.4874,TO,AU,:OSR
TO-AU,84,16,-176.449,-21.6005,TO,AU,:OSR
TO-AU,84,17,-176.52,-21.8115,TO,AU,:OSR
TO-AU,84,18,-176.601,-22.0074,TO,AU,:OSR
TO-AU,84,19,-176.635,-22.2314,TO,AU,:OSR
TO-AU,84,20,-176.691,-22.2864,TO,AU,:OSR
TO-AU,84,21,-176.709,-22.5005,TO,AU,:OSR
TO-AU,84,22,-176.748,-22.7345,TO,AU,:OSR
TO-AU,84,23,-176.913,-23.0481,TO,AU,:OSR
TO-AU,84,24,-177.102,-23.4144,TO,AU,:OSR
TO-AU,84,25,-177.25,-23.7079,TO,AU,:OSR
TO-AU,84,26,-177.419,-24.1051,TO,AU,:OSR
TO-AU,85,0,-76.4833,-52.0684,TO,AU,:OSR
TO-AU,85,1,-76.3121,-52.9285,TO,AU,:OSR
TO-AU,85,2,-76.0197,-53.4352,TO,AU,:OSR
TO-AU,85,3,-75.7203,-53.9412,TO,AU,:OSR
TO-AU,85,4,-75.2389,-54.2941,TO,AU,:OSR
TO-AU,85,5,-74.7492,-54.6451,TO,AU,:OSR
TO-AU,85,6,-74.1202,-55.0037,TO,AU,:OSR
TO-AU,85,7,-73.4799,-55.359,TO,AU,:OSR
TO-AU,85,8,-72.9952,-55.6654,TO,AU,:OSR
TO-AU,85,9,-72.2772,-55.9624,TO,AU,:OSR
TO-AU,85,10,-71.5481,-56.2552,TO,AU,:OSR
TO-AU,85,11,-70.4011,-56.622,TO,AU,:OSR
TO-AU,85,12,-69.2561,-56.8522,TO,AU,:OSR
TO-AU,85,13,-68.0972,-57.0717,TO,AU,:OSR
TO-AU,85,14,-67.1018,-57.5019,TO,AU,:OSR
TO-AU,85,15,-65.8672,-57.7363,TO,AU,:OSR
TO-AU,85,16,-64.617,-57.9586,TO,AU,:OSR
SC-AN,86,0,-64.617,-57.9586,SC,AN,:OTF
SC-AN,86,1,-63.5707,-58.3592,SC,AN,:OTF
SC-AN,86,2,-62.5714,-58.6029,SC,AN,:OTF
SC-AN,86,3,-61.0399,-59.0105,SC,AN,:OTF
SC-AN,86,4,-59.7045,-59.4535,SC,AN,:OTF
SC-AN,86,5,-58.9698,-59.7285,SC,AN,:OTF
SC-AN,86,6,-58.223,-59.9993,SC,AN,:OTF
SC-AN,86,7,-56.925,-60.5647,SC,AN,:OTF
SC-AN,87,0,-56.925,-60.5647,SC,AN,:OTF
SC-AN,87,1,-57.4938,-60.8546,SC,AN,:OTF
SC-AN,87,2,-58.1308,-60.9615,SC,AN,:OTF
SC-AN,87,3,-58.8906,-61.0818,SC,AN,:OTF
SC-AN,87,4,-59.836,-61.1768,SC,AN,:OTF
SC-AN,87,5,-60.6502,-61.3632,SC,AN,:OTF
SC-AN,87,6,-61.3323,-61.5431,SC,AN,:OTF
SC-AN,87,7,-62.2029,-61.8412,SC,AN,:OTF
SC-AN,87,8,-63.1053,-62.11,SC,AN,:OTF
SC-AN,87,9,-63.9693,-62.4224,SC,AN,:OTF
SL-AN,88,0,-63.9693,-62.4224,SL,AN,:CRB
SL-AN,88,1,-63.2916,-62.8247,SL,AN,:CRB
SL-AN,88,2,-62.4198,-63.0013,SL,AN,:CRB
SL-AN,88,3,-61.7501,-63.2928,SL,AN,:CRB
SL-AN,88,4,-60.118,-62.9452,SL,AN,:CRB
SL-AN,88,5,-58.6143,-62.5533,SL,AN,:CRB
SL-AN,88,6,-57.3896,-62.3038,SL,AN,:CRB
SL-AN,88,7,-56.3056,-62.0627,SL,AN,:CRB
SL-AN,88,8,-55.4359,-61.6868,SL,AN,:CRB
SL-AN,88,9,-54.3007,-61.5102,SL,AN,:CRB
SC-SL,89,0,-56.925,-60.5647,SC,SL,:OCB
SC-SL,89,1,-56.2692,-60.7422,SC,SL,:OCB
SC-SL,89,2,-55.8097,-60.7001,SC,SL,:OCB
SC-SL,89,3,-55.0666,-60.7631,SC,SL,:OCB
SC-SL,89,4,-54.309,-60.9776,SC,SL,:OCB
SC-SL,89,5,-54.3007,-61.5102,SC,SL,:OCB
SC-AN,90,0,-54.3007,-61.5102,SC,AN,:OTF
SC-AN,90,1,-53.1221,-61.0366,SC,AN,:OTF
SC-AN,90,2,-52.0681,-60.7527,SC,AN,:OTF
SC-AN,90,3,-51.1194,-60.5725,SC,AN,:OTF
SC-AN,90,4,-50.8871,-60.0936,SC,AN,:OTF
SC-AN,90,5,-49.5994,-60.0436,SC,AN,:OTF
SC-AN,90,6,-48.2507,-59.9684,SC,AN,:OTF
SC-AN,90,7,-46.9632,-59.9598,SC,AN,:OTF
SC-AN,90,8,-45.6034,-60.0915,SC,AN,:OTF
SC-AN,90,9,-44.2259,-60.2425,SC,AN,:OTF
SC-AN,91,0,20,37.9075,SC,AN,:OTF
SC-AN,91,1,20.3001,37.8039,SC,AN,:OTF
AS-AT,92,0,29.7309,35.4273,AS,AT,:CRB*
